id,employee_id,beginDate,endDate,interruption_type_id
1151,227,2017-02-09,2017-02-09,1
285,230,2007-02-26,2007-02-26,1
286,230,2007-04-16,2007-04-18,1
287,230,2007-04-19,2007-04-27,1
288,230,2007-04-28,2007-05-11,1
289,231,2002-11-25,2002-11-25,1
290,231,2003-01-13,2003-01-13,1
291,231,2003-02-24,2003-02-28,1
293,238,2004-01-09,2004-01-09,1
292,238,2004-01-27,2004-01-27,1
298,239,2003-12-18,2003-12-19,1
294,239,2004-06-07,2004-06-09,1
295,239,2004-11-25,2004-12-03,1
296,239,2005-03-03,2005-03-05,1
299,239,2006-01-23,2006-01-27,1
297,239,2006-03-30,2006-03-31,1
300,239,2007-02-05,2007-02-09,1
301,239,2010-11-30,2010-12-10,1
302,239,2012-10-22,2012-10-26,1
303,241,2006-05-30,2006-05-31,1
304,243,2006-12-21,2006-12-21,1
305,247,2006-02-20,2006-02-20,1
306,247,2006-05-24,2006-06-30,1
307,250,2005-01-12,2005-01-14,1
309,250,2005-11-08,2005-11-10,1
308,250,2006-05-22,2006-05-23,1
310,250,2007-02-01,2007-02-02,1
313,251,2001-10-05,2001-10-05,1
311,251,2001-11-07,2001-11-09,1
312,251,2006-02-22,2006-02-23,1
315,253,2004-11-25,2004-11-25,1
316,253,2004-12-22,2004-12-22,1
314,253,2005-03-07,2005-03-27,1
317,253,2005-05-08,2005-05-10,1
318,253,2006-09-15,2006-09-15,1
319,253,2007-03-26,2007-03-30,1
320,255,2005-11-21,2005-11-21,1
321,255,2005-12-14,2005-12-16,1
322,264,2007-02-07,2007-02-07,1
323,266,2008-04-24,2008-04-25,1
325,266,2008-09-17,2008-09-17,1
324,266,2009-03-05,2009-03-06,1
326,266,2011-09-01,2011-12-31,1
327,266,2012-01-01,2012-06-30,1
328,268,2007-01-16,2007-01-17,1
329,268,2007-02-13,2007-02-13,1
330,268,2007-10-16,2007-10-19,1
331,268,2010-02-26,2010-02-26,1
332,273,2007-03-26,2007-03-27,1
334,275,2006-11-21,2006-11-24,1
336,275,2007-01-21,2007-01-24,1
333,275,2007-01-25,2007-01-26,1
335,275,2007-03-15,2007-03-15,1
337,275,2007-05-25,2007-06-01,1
338,275,2007-09-18,2007-09-21,1
339,277,2006-12-07,2006-12-08,1
340,278,2007-02-27,2007-03-02,1
341,282,2006-09-28,2006-10-03,1
342,282,2006-10-09,2006-10-11,1
343,282,2007-11-12,2007-11-16,1
344,282,2007-11-20,2007-11-21,1
345,282,2007-12-03,2007-12-04,1
346,282,2008-01-14,2008-04-25,1
347,282,2008-05-26,2008-06-30,1
348,282,2008-09-29,2009-01-09,1
349,282,2009-01-10,2009-06-30,1
350,283,2007-09-24,2007-09-24,1
351,283,2007-11-12,2007-11-12,1
352,283,2008-01-28,2008-02-01,1
353,283,2009-01-06,2009-01-06,1
355,283,2009-01-06,2009-01-06,1
354,283,2009-01-27,2009-01-27,1
356,283,2009-01-27,2009-01-27,1
357,284,2007-11-12,2007-11-12,1
358,285,2007-11-22,2007-11-30,1
359,285,2011-09-29,2011-09-29,1
360,285,2011-10-24,2011-10-27,1
361,285,2012-03-05,2012-03-09,1
1122,285,2016-12-05,2016-12-05,1
1123,285,2016-12-09,2016-12-09,1
362,287,2007-01-11,2007-01-11,1
363,287,2007-05-21,2007-05-21,1
364,287,2007-11-07,2007-11-07,1
365,288,2007-01-12,2007-01-12,1
367,288,2007-01-12,2007-01-12,1
368,288,2007-06-01,2007-06-01,1
366,288,2007-06-01,2007-06-01,1
369,288,2008-02-18,2008-02-18,1
370,288,2008-02-21,2008-06-03,1
371,288,2008-06-04,2008-06-30,1
372,289,2007-02-27,2007-02-27,1
373,291,2006-11-23,2006-11-24,1
374,291,2007-01-12,2007-04-26,1
384,291,2008-02-13,2008-02-15,1
375,291,2008-02-13,2008-02-15,1
385,291,2008-09-30,2008-09-30,1
376,291,2008-09-30,2008-09-30,1
386,291,2008-10-06,2008-10-13,1
377,291,2008-10-06,2008-10-13,1
387,291,2008-12-16,2008-12-16,1
378,291,2008-12-16,2008-12-16,1
388,291,2009-03-16,2009-03-16,1
379,291,2009-03-16,2009-03-16,1
380,291,2009-09-01,2010-01-11,1
381,291,2010-01-12,2010-04-11,1
389,291,2010-11-08,2010-11-12,1
391,291,2010-11-08,2010-11-12,1
382,291,2010-11-08,2010-11-12,1
390,291,2011-04-26,2011-06-30,1
392,291,2011-04-26,2011-08-31,1
383,291,2011-04-26,2011-06-30,1
393,292,2006-12-06,2006-12-08,1
394,292,2007-03-07,2007-03-09,1
395,292,2007-11-06,2007-11-06,1
396,292,2008-02-11,2008-02-13,1
1114,293,2015-09-29,2015-11-14,1
1115,293,2015-11-15,2016-03-03,2
1116,293,2016-03-04,2016-06-30,1
397,294,2007-03-09,2007-03-16,1
398,294,2007-05-10,2007-05-10,1
399,294,2007-05-14,2007-05-15,1
400,297,2006-11-22,2006-11-24,1
401,297,2007-02-15,2007-02-16,1
402,297,2007-11-26,2007-11-26,1
403,297,2008-04-29,2008-04-29,1
404,297,2008-05-08,2008-05-09,1
405,298,2007-03-22,2007-03-22,1
406,299,2007-11-19,2007-11-19,1
407,299,2008-09-01,2008-09-11,1
408,299,2008-09-12,2008-12-10,1
409,299,2009-09-21,2009-09-21,1
410,299,2009-10-28,2009-10-28,1
411,299,2010-02-10,2010-02-10,1
412,299,2011-09-01,2011-12-14,1
413,299,2011-12-15,2011-12-23,1
414,305,2007-03-12,2007-03-12,1
415,306,2007-05-10,2007-05-11,1
416,312,2007-03-12,2007-03-14,1
417,314,2007-10-15,2007-10-26,1
419,314,2009-11-12,2009-11-12,1
420,314,2009-12-04,2009-12-04,1
418,314,2009-12-10,2009-12-10,1
421,314,2010-02-22,2010-02-22,1
422,314,2010-03-01,2010-03-05,1
423,314,2010-04-01,2010-04-01,1
424,314,2010-11-08,2010-11-12,1
425,318,2011-01-31,2011-01-31,1
426,327,2008-10-13,2008-10-14,1
427,327,2009-09-28,2009-09-30,1
437,327,2009-09-28,2009-09-30,1
440,327,2009-09-28,2009-09-30,1
444,327,2009-09-28,2009-09-30,1
428,327,2010-01-04,2010-04-02,1
438,327,2010-01-04,2010-04-02,1
441,327,2010-01-04,2010-04-02,1
445,327,2010-01-04,2010-04-02,1
429,327,2010-04-19,2010-05-02,1
439,327,2010-04-19,2010-05-02,1
442,327,2010-04-19,2010-05-02,1
446,327,2010-04-19,2010-05-02,1
430,327,2011-02-24,2011-02-25,1
443,327,2011-02-24,2011-02-25,1
431,327,2011-10-04,2011-10-10,1
432,327,2012-03-20,2012-06-30,1
433,327,2012-10-24,2012-10-26,1
434,327,2013-03-11,2013-03-15,1
435,327,2014-05-22,2014-05-23,1
436,327,2014-09-01,2015-02-28,1
448,334,2007-05-02,2007-05-11,1
449,334,2007-05-02,2007-05-11,1
447,334,2007-05-02,2007-05-11,1
450,335,2007-02-05,2007-02-05,1
1208,339,2017-05-02,2017-05-02,1
451,340,2007-03-01,2007-03-14,1
452,349,2007-06-01,2007-06-01,1
453,353,2008-01-24,2008-01-24,1
454,353,2008-11-24,2008-11-24,1
455,353,2009-02-05,2009-02-06,1
456,354,2007-12-19,2007-12-19,1
457,354,2008-10-07,2008-10-07,1
458,354,2009-01-21,2009-01-21,1
459,354,2009-03-20,2009-06-27,1
460,355,2007-12-07,2007-12-07,1
461,356,2007-12-10,2007-12-14,1
462,356,2008-02-11,2008-05-25,1
463,356,2008-05-26,2008-06-25,1
464,357,2007-11-20,2007-11-20,1
465,357,2008-02-12,2008-02-12,1
466,358,2009-03-02,2009-03-04,1
467,359,2009-10-15,2009-10-15,1
468,359,2009-11-19,2009-11-20,1
469,359,2013-01-25,2013-01-25,1
470,383,2007-11-20,2007-11-23,1
471,384,2008-02-18,2008-02-18,1
1442,384,2018-09-26,2018-09-28,1
1441,384,2019-03-15,2019-03-22,1
472,388,2007-12-03,2007-12-07,1
473,389,2008-04-30,2008-04-30,1
474,392,2008-06-09,2008-06-13,1
475,394,2011-05-09,2011-05-13,1
478,394,2011-05-09,2011-05-13,1
476,394,2012-02-01,2012-02-03,1
477,394,2013-10-23,2013-10-25,1
479,402,2008-01-14,2008-01-15,1
480,402,2008-02-25,2008-02-25,1
481,404,2009-03-23,2009-03-25,1
482,406,2008-02-22,2008-02-22,1
483,406,2008-04-09,2008-04-09,1
484,406,2008-04-29,2008-04-29,1
485,406,2008-10-09,2009-05-01,1
486,409,2008-10-06,2008-10-06,1
487,409,2008-12-05,2008-12-05,1
488,409,2008-12-10,2008-12-19,1
489,409,2009-10-26,2009-10-30,1
490,409,2009-12-01,2009-12-01,1
491,409,2012-09-07,2012-09-07,1
492,409,2012-10-22,2012-10-22,1
493,409,2012-12-05,2012-12-07,1
494,409,2013-01-25,2013-01-29,1
495,409,2013-01-30,2013-02-01,1
496,409,2013-05-24,2013-05-24,1
497,409,2014-01-28,2014-01-31,1
498,409,2014-02-03,2014-02-09,1
499,409,2014-02-11,2014-02-21,1
500,409,2014-03-24,2014-04-06,1
501,409,2014-04-07,2014-04-25,1
502,412,2008-01-21,2008-01-22,1
503,412,2008-03-10,2008-03-10,1
504,412,2008-04-08,2008-04-08,1
505,413,2008-01-07,2008-01-09,1
506,414,2008-03-20,2008-03-20,1
514,415,2006-01-16,2006-01-17,1
518,415,2006-06-06,2006-06-06,1
507,415,2007-10-08,2007-10-10,1
508,415,2007-11-09,2007-11-21,1
509,415,2008-04-17,2008-04-18,1
510,415,2008-05-16,2008-05-16,1
515,415,2008-11-25,2008-11-26,1
520,415,2008-11-25,2008-11-26,1
511,415,2008-11-25,2008-11-26,1
512,415,2009-01-26,2009-01-26,1
516,415,2009-01-26,2009-01-26,1
521,415,2009-01-26,2009-01-26,1
513,415,2009-02-09,2009-02-11,1
517,415,2009-02-09,2009-02-11,1
522,415,2009-02-09,2009-02-11,1
519,415,2009-04-27,2009-04-29,1
523,424,2012-11-27,2012-11-28,1
524,424,2012-12-19,2012-12-21,1
525,429,2008-04-24,2008-04-24,1
526,430,2008-02-18,2008-02-22,1
527,430,2008-03-20,2008-03-20,1
528,430,2008-04-07,2008-06-16,1
529,431,2008-02-29,2008-02-29,1
530,432,2009-10-19,2009-10-19,1
531,436,2008-04-28,2008-04-28,1
532,441,2009-09-17,2009-09-17,1
533,441,2010-05-04,2010-05-07,1
534,441,2010-09-06,2010-09-10,1
536,441,2010-09-06,2010-09-10,1
537,441,2010-09-06,2010-09-10,1
535,441,2013-05-14,2013-06-30,1
538,448,2008-10-14,2008-10-24,1
540,448,2008-10-14,2008-10-24,1
539,448,2009-04-20,2009-04-22,1
541,448,2009-04-20,2009-04-22,1
544,448,2010-02-01,2010-04-30,1
542,448,2010-02-01,2010-04-30,1
545,448,2010-05-01,2010-06-29,1
543,448,2010-05-01,2010-06-29,1
546,451,2008-10-13,2008-10-15,1
549,452,2010-12-07,2010-12-07,1
547,452,2011-01-10,2011-01-14,1
548,452,2011-02-21,2011-02-23,1
550,453,2008-11-27,2008-11-27,1
551,454,2009-10-01,2009-10-07,1
552,463,2008-09-29,2008-10-01,1
1111,464,2016-02-14,2016-06-30,2
1164,464,2016-09-14,2016-09-28,1
1165,464,2016-10-17,2016-10-17,1
1166,464,2017-02-18,2017-02-24,1
1333,464,2017-10-02,2017-10-05,1
1384,464,2017-10-20,2017-10-20,1
1385,464,2017-10-27,2017-10-27,1
1335,464,2017-12-04,2017-12-04,1
1340,464,2018-01-16,2018-01-30,1
1342,464,2018-01-31,2018-03-02,1
1418,464,2018-04-24,2018-04-24,1
1419,464,2018-04-25,2018-04-25,1
1421,464,2018-05-28,2018-06-08,1
554,466,2008-12-08,2008-12-08,1
555,466,2009-03-02,2009-03-06,1
556,467,2008-10-06,2008-10-06,1
557,467,2008-11-27,2008-11-28,1
558,467,2009-01-16,2009-01-21,1
559,467,2009-03-02,2009-03-02,1
560,483,2008-10-15,2008-10-15,1
561,483,2009-01-14,2009-01-14,1
562,484,2008-10-13,2008-10-17,1
563,484,2008-12-08,2008-12-12,1
564,484,2009-01-16,2009-01-16,1
565,484,2009-01-26,2009-01-29,1
566,484,2009-02-09,2009-02-13,1
567,484,2009-03-09,2009-03-09,1
568,484,2009-03-24,2009-03-26,1
569,485,2008-10-10,2008-10-10,1
570,485,2009-01-19,2009-01-20,1
571,486,2009-05-11,2009-05-15,1
572,486,2009-06-05,2009-06-05,1
573,486,2010-09-17,2010-09-21,1
574,487,2008-10-01,2008-10-03,1
575,487,2008-12-01,2008-12-01,1
577,487,2009-02-02,2009-02-06,1
576,487,2009-03-03,2009-03-04,1
578,487,2009-03-13,2009-03-18,1
579,488,2009-05-11,2009-05-11,1
580,488,2009-10-23,2009-10-23,1
583,488,2009-10-23,2009-10-23,1
581,488,2010-02-22,2010-02-22,1
584,488,2010-02-22,2010-02-22,1
582,488,2012-11-28,2012-11-30,1
585,489,2009-11-16,2009-11-16,1
586,489,2013-02-19,2013-02-19,1
587,490,2009-03-10,2009-03-10,1
588,490,2009-04-24,2009-06-29,1
589,490,2009-12-15,2009-12-15,1
590,490,2010-04-20,2010-04-20,1
591,490,2011-09-11,2011-11-25,1
593,491,2009-01-08,2009-01-08,1
592,491,2009-01-29,2009-01-29,1
594,493,2009-01-26,2009-01-30,1
595,494,2008-10-20,2008-10-20,1
596,494,2008-12-08,2008-12-08,1
597,494,2009-03-02,2009-03-04,1
598,494,2009-04-28,2009-04-28,1
599,495,2007-03-05,2007-03-09,1
600,495,2008-12-18,2008-12-18,1
601,495,2011-09-19,2011-11-25,1
602,495,2012-09-01,2012-09-09,1
603,499,2009-02-10,2009-02-13,1
605,507,2009-01-27,2009-01-30,1
604,507,2010-01-05,2010-02-02,1
606,508,2009-01-29,2009-01-30,1
607,512,2009-03-10,2009-03-11,1
608,516,2009-01-07,2009-01-08,1
609,516,2009-01-26,2009-01-28,1
610,516,2009-02-18,2009-02-20,1
611,516,2009-10-28,2009-10-30,1
624,516,2009-10-28,2009-10-30,1
612,516,2009-11-13,2009-11-13,1
625,516,2009-11-13,2009-11-13,1
613,516,2010-01-04,2010-01-15,1
626,516,2010-01-04,2010-01-15,1
614,516,2010-11-29,2010-12-13,1
615,516,2011-10-13,2011-10-14,1
627,516,2011-10-13,2011-10-14,1
616,516,2012-10-08,2012-10-08,1
617,516,2012-11-12,2012-11-16,1
618,516,2013-02-05,2013-02-05,1
619,516,2013-03-18,2013-03-20,1
620,516,2013-05-31,2013-05-31,1
621,516,2014-01-06,2014-03-28,1
622,516,2014-03-31,2014-04-05,1
623,516,2014-04-22,2014-04-29,1
628,519,2009-03-31,2009-04-03,1
629,521,2010-01-25,2010-03-31,1
630,525,2010-12-13,2010-12-15,1
631,528,2012-11-05,2012-11-05,1
632,528,2013-01-21,2013-01-25,1
633,528,2013-11-05,2013-11-05,1
634,528,2014-01-21,2014-01-25,1
1454,528,2018-11-13,2019-02-28,2
1455,528,2019-03-01,2019-03-07,2
1456,528,2019-03-11,2019-04-05,1
1457,528,2019-04-06,2019-05-03,1
1458,528,2019-05-04,2019-06-30,1
640,530,2010-03-29,2010-03-30,1
635,530,2010-03-29,2010-03-30,1
637,530,2010-03-29,2010-03-29,1
636,530,2010-05-11,2010-05-26,1
638,530,2010-05-11,2010-05-26,1
639,530,2010-05-11,2010-05-26,1
641,532,2010-02-09,2010-02-09,1
642,534,2009-10-13,2009-10-13,1
643,534,2009-10-19,2009-10-21,1
644,539,2014-09-24,2014-09-26,1
645,540,2010-11-29,2010-11-29,1
646,540,2011-01-11,2011-01-13,1
647,541,2010-04-26,2010-04-28,1
648,542,2011-05-12,2011-05-13,1
649,543,2010-03-08,2010-06-20,1
651,543,2010-03-08,2010-06-20,1
650,543,2010-06-21,2010-06-30,1
652,543,2010-06-21,2010-06-30,1
653,547,2010-02-04,2010-02-04,1
654,549,2012-12-12,2012-12-12,1
655,549,2013-03-04,2013-03-07,1
656,551,2009-11-24,2009-11-24,1
657,551,2009-11-26,2009-11-27,1
658,554,2010-02-11,2010-02-11,1
